UPC,Price,Promotion,Source URL
602652419287,5.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/kind-gluten-free-breakfast-protein-bars-peanut-butter
042608125754,4.19,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/lakewood-organic-pure-juice-fresh-pressed
048176661021,6.62,[Use code 20FOODIE to save 20%],https://www.vitacost.com/mantova-organic-apple-cider-vinegar-unfiltered-33-8-fl-oz
011110123886,2.89,[Use code 20FOODIE to save 20%],https://www.vitacost.com/simple-truth-organic-elderberry-herbal-tea-20-tea-bags
089836188403,1.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/simply-organic-ranch-dip-mix
089836027351,8.49,[Use code 20FOODIE to save 20%],https://www.vitacost.com/frontier-co-op-organic-pinto-beans-flakes
043182002066,3.39,"[Use code 25FOR814 to save 25%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/native-forest-organic-unsweetened-coconut-milk-simple
058449870241,4.79,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/natures-path-envirokidz-organic-choco-chimps-cereal
039978114709,3.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/bobs-red-mill-gluten-free-corn-grits-polenta-1
033617340610,3.97,[Use code 20FOODIE to save 20%],https://www.vitacost.com/wasa-crispbread-sourdough
728229345664,4.19,[Use code 20FOODIE to save 20%],https://www.vitacost.com/terra-gluten-free-no-salt-added-real-vegetable-chips-sweet-potato
047445919719,3.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/choice-organics-tea-earl-grey-black-tea
680692102000,5.59,[Use code 20FOODIE to save 20%],https://www.vitacost.com/numi-tea-rooibos-chai-tea
815421013122,3.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/jovial-organic-chickpeas
042608125891,8.99,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/lakewood-organic-juice-concentrate-tart-cherry
829354101856,3.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/sun-tropics-coconut-milk-rice-pudding-gluten-dairy-free-coconut
011110841858,2.19,[Use code 20FOODIE to save 20%],https://www.vitacost.com/simple-truth-unsweetened-coconutmilk
811660020501,5.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/nuun-sport-hydration-single-tube-lemon-lime
810003462060,2.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/lilys-assorted-fruit-flavored-gummy-bears-bag
011110084521,5.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/simple-truth-organic-black-chia-seeds
733739061997,6.39,[Use code 20FOODIE to save 20%],https://www.vitacost.com/now-foods-xanthan-gum
854693000195,2.82,[Use code 20FOODIE to save 20%],https://www.vitacost.com/mutti-triple-concentrated-tomato-paste-6-5-oz
089836185129,3.89,[Use code 20FOODIE to save 20%],https://www.vitacost.com/simply-organic-basil
