UPC,Price,Promotion,Source URL
860009193000,6.69,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/chia-smash-vegan-superfood-keto-jam-concord-grape
850062947191,4.99,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/rxsugar-gluten-free-protein-cereal-pro-golden-crunch
833125004116,3.89,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/rizopia-organic-wild-rice-pasta-gluten-free-spaghetti
058449779117,10.39,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/natures-path-gluten-free-whole-os-cereal
850024782143,5.08,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/miss-jones-gluten-free-oat-pancake-waffle-mix-confetti-pop
708953641010,5.46,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/lotus-foods-organic-brown-pad-thai-gluten-free-rice-noodles
850025501460,34.89,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/kates-real-food-organic-mini-energy-bar-white-chocolate-macadamia-24-mini-bars
850009173973,37.99,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/rxsugar-gluten-free-non-gmo-brownie-mix-pro
042563013660,5.89,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/woodstock-non-gmo-organic-kosher-dill-whole-pickles
073230008528,4.49,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/crown-prince-non-gmo-whole-oysters-packed-in-water
850403000820,6.69,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/namaste-foods-gluten-free-non-gmo-artisan-pizza-crust-mix
860000623346,23.99,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/cure-hydration-hydrating-electrolyte-drink-mix-lemon
897785001533,32.89,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/kates-real-food-organic-energy-bar-lemon-coconut-12-bars
604774292847,5.18,"[Use code SAVENONGMO to save 15%], [Use code 20FOODIE to save 20%]",https://www.vitacost.com/antioxidant-solutions-non-gmo-juice-tart-cherry-with-splash-of-apple
