UPC,Price,Variant,Promo,Source Link
816218022334,19.200000000000003,Golden Hour,SUPER20,https://supergoop.com/products/shimmershade-spf-30?variant=40722206949474
,57.6,Golden Hour / Golden Hour,SUPER20,https://supergoop.com/products/soft-glow-go-spf-set?variant=41834991517794
816218023072,19.200000000000003,Medium,SUPER20,https://supergoop.com/products/mineral-setting-powder-refill?variant=32056186863714
,67.2,14N / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122049122
,60.0,Deep,SUPER20,https://supergoop.com/products/the-matte-prime-reapply-set?variant=41105440276578
816218026042,35.2,105N / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865103614050
816218026752,27.200000000000003,.71 oz.,SUPER20,https://supergoop.com/products/poof-part-powder?variant=32070636863586
816218023041,19.200000000000003,Deep,SUPER20,https://supergoop.com/products/mineral-setting-powder-refill?variant=32056186896482
,67.2,14N / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122081890
,67.2,20C / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122114658
816218026028,35.2,110C / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865103941730
816218025786,35.2,206W / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865104105570
816218026004,35.2,215N / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865106727010
816218025984,35.2,226W / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865108758626
816218025793,35.2,230C / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865119375458
,67.2,20C / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122147426
816218025908,35.2,306W / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865110495330
,67.2,22W / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122180194
816218025946,35.2,315N / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865111838818
816218025922,35.2,326W / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865112494178
816218025809,35.2,336W / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865112920162
816218025878,35.2,400C / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865113477218
816218025519,40.0,1.0 fl. oz.,SUPER20,https://supergoop.com/products/daily-dose-hydra-ceramide-boost-spf-40-oil?variant=39515029831778
,67.2,22W / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122212962
816218025854,35.2,416W / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865113641058
816218025830,35.2,426W / 1.6 fl. oz.,SUPER20,https://supergoop.com/products/cc-screen-100-mineral-cc-cream-spf-50?variant=31865116426338
,67.2,24N / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122245730
,67.2,24N / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122278498
,67.2,26W / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122311266
,67.2,26W / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122344034
,67.2,30W / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122376802
,67.2,30W / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122409570
,67.2,32N / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122442338
,67.2,32N / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122475106
,67.2,34C / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122507874
,67.2,34C / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122540642
,67.2,40W / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122573410
,67.2,40W / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122606178
,67.2,42C / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122638946
,67.2,42C / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122671714
,67.2,46N / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122704482
,67.2,46N / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122737250
,67.2,52N / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122770018
,67.2,52N / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122802786
,67.2,58W / Sunrise,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122835554
,67.2,58W / Golden Hour,SUPER20,https://supergoop.com/products/makeup-base-ics-spf-set?variant=41867122868322
