"Locale","Image","Title","Product Codes: PartNumber","Model","Product Codes: UPC","ASIN","New, 3rd Party FBA: Current","New: Current","Buy Box 🚚: Current","Buy Box 🚚: 30 days avg.","Buy Box 🚚: 90 days avg.","Reviews: Rating Count - Format Specific","Reviews: Rating Count","New Offer Count: Current","Competitive Price Threshold","Size","Item Form","Pattern","Style","Material","Item Type","Variation Attributes","Color","Bought in past month","Sales Rank: Current","Parent ASIN","Product Codes: EAN","Product Codes: GTIN","Amazon: Current","Amazon: Highest","Amazon: 90 days OOS","FBA Pick&Pack Fee","Referral Fee %","Referral Fee based on current Buy Box price","Total Offer Count","Listed since","Brand","Brand Store Name","Brand Store URL Name","Categories: Root","Manufacturer","Return Rate"
"com","https://m.media-amazon.com/images/I/71D6UBlkufL.jpg;https://m.media-amazon.com/images/I/71ySKGDzWoL.jpg;https://m.media-amazon.com/images/I/71b56a6qQ9L.jpg;https://m.media-amazon.com/images/I/81ws6mAo8nL.jpg;https://m.media-amazon.com/images/I/713+vhAAOUL.jpg;https://m.media-amazon.com/images/I/81JZVaZXpKL.jpg;https://m.media-amazon.com/images/I/71RFYBKNBvL.jpg","Crocs Unisex-Adult Classic Clogs, Slate Grey, 4 Men/6 Women","10001","10001","191448101746","B071FBKTRQ","$ 39.95","$ 39.95","","$ 40.27","$ 36.48","1507","626395","4","$ 29.97","6 Women/4 Men","","solid","Classic Clogs (Best Sellers)","Synthetic","clogs-and-mules-shoes","Color: Slate Grey; Size: 6 Women/4 Men;","Slate Grey","100","1","B0C8BJL1D3","0191448101746, 0196265602087","00191448101746","","$ 49.99","98 %","$ 6.21","14.99 %","-","4","2023/09/01","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/71D6UBlkufL.jpg;https://m.media-amazon.com/images/I/71ySKGDzWoL.jpg;https://m.media-amazon.com/images/I/71b56a6qQ9L.jpg;https://m.media-amazon.com/images/I/81ws6mAo8nL.jpg;https://m.media-amazon.com/images/I/713+vhAAOUL.jpg;https://m.media-amazon.com/images/I/81JZVaZXpKL.jpg;https://m.media-amazon.com/images/I/71RFYBKNBvL.jpg","Crocs Unisex-Adult Classic Clogs, Slate Grey, 13 Men/15 Women","10001","10001","191448101692","B071HXB8GZ","$ 39.95","$ 39.95","","$ 41.44","$ 39.31","2699","626560","2","$ 29.97","15 Women/13 Men","","solid","Classic Clogs (Best Sellers)","Synthetic","clogs-and-mules-shoes","Color: Slate Grey; Size: 15 Women/13 Men;","Slate Grey","700","1","B0C8BJL1D3","0191448101692","","","$ 49.99","100 %","$ 7.88","14.99 %","-","2","2023/09/01","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/71D6UBlkufL.jpg;https://m.media-amazon.com/images/I/71ySKGDzWoL.jpg;https://m.media-amazon.com/images/I/71b56a6qQ9L.jpg;https://m.media-amazon.com/images/I/81ws6mAo8nL.jpg;https://m.media-amazon.com/images/I/713+vhAAOUL.jpg;https://m.media-amazon.com/images/I/81JZVaZXpKL.jpg;https://m.media-amazon.com/images/I/71RFYBKNBvL.jpg","Crocs Unisex-Adult Classic Clogs, Slate Grey, 8 Men/10 Women","10001","10001","191448101784","B071FBKTRC","$ 46.38","$ 44.99","","$ 40.57","$ 37.35","4732","626563","7","$ 29.97","10 Women/8 Men","","solid","Classic Clogs","Synthetic","clogs-and-mules-shoes","Color: Slate Grey; Size: 10 Women/8 Men;","Slate Grey","1000","1","B0C8BJL1D3","0191448101784","00191448101784","","$ 49.99","95 %","$ 7.00","14.99 %","-","7","2023/09/01","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/71D6UBlkufL.jpg;https://m.media-amazon.com/images/I/71ySKGDzWoL.jpg;https://m.media-amazon.com/images/I/71b56a6qQ9L.jpg;https://m.media-amazon.com/images/I/81ws6mAo8nL.jpg;https://m.media-amazon.com/images/I/713+vhAAOUL.jpg;https://m.media-amazon.com/images/I/81JZVaZXpKL.jpg;https://m.media-amazon.com/images/I/71RFYBKNBvL.jpg","Crocs Unisex Classic Clog, Slate Grey, 7 Women/5 Men","10001","10001-0DA","191448101753","B071FBKV8B","$ 49.95","$ 39.95","$ 49.95","$ 38.01","$ 37.00","3425","626562","4","$ 49.99","7 Women/5 Men","","Solid Color","Classic Clogs (Best Sellers)","Synthetic","clogs-and-mules-shoes","Color: Slate Grey; Size: 7 Women/5 Men;","Slate Grey","800","1","B0C8BJL1D3","0191448101753","00191448101753","","$ 49.99","100 %","$ 6.62","14.99 %","$ 7.49","4","2025/05/18","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/71D6UBlkufL.jpg;https://m.media-amazon.com/images/I/71ySKGDzWoL.jpg;https://m.media-amazon.com/images/I/71b56a6qQ9L.jpg;https://m.media-amazon.com/images/I/81ws6mAo8nL.jpg;https://m.media-amazon.com/images/I/713+vhAAOUL.jpg;https://m.media-amazon.com/images/I/81JZVaZXpKL.jpg;https://m.media-amazon.com/images/I/71RFYBKNBvL.jpg","Crocs Unisex-Adult Classic Clogs, Slate Grey, 10 Men/12 Women","10001","10001","191448101661","B071LJ1Z1Z","$ 39.95","$ 39.95","","$ 41.14","$ 39.06","6284","626562","2","$ 29.97","12 Women/10 Men","","Solid Color","Classic Clogs (Best Sellers)","Rubber","clogs-and-mules-shoes","Color: Slate Grey; Size: 12 Women/10 Men;","Slate Grey","3000","1","B0C8BJL1D3","0191448101661","","","$ 49.99","100 %","$ 7.56","15 %","-","2","2025/05/18","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/71D6UBlkufL.jpg;https://m.media-amazon.com/images/I/71ySKGDzWoL.jpg;https://m.media-amazon.com/images/I/71b56a6qQ9L.jpg;https://m.media-amazon.com/images/I/81ws6mAo8nL.jpg;https://m.media-amazon.com/images/I/713+vhAAOUL.jpg;https://m.media-amazon.com/images/I/81JZVaZXpKL.jpg;https://m.media-amazon.com/images/I/71RFYBKNBvL.jpg","Crocs Unisex-Adult Classic Clogs, Slate Grey, 7 Men/9 Women","10001","10001","191448101777","B0728CNYBJ","$ 49.95","$ 39.95","$ 49.95","$ 42.32","$ 40.00","5167","626562","2","$ 49.99","9 Women/7 Men","","solid","Classic Clogs (Best Sellers)","Synthetic","clogs-and-mules-shoes","Color: Slate Grey; Size: 9 Women/7 Men;","Slate Grey","1000","1","B0C8BJL1D3","0191448101777","00191448101777","","$ 49.99","99 %","$ 7.48","14.99 %","$ 7.49","2","2025/05/18","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/71qKCzfN99L.jpg;https://m.media-amazon.com/images/I/71F4yJZAgTL.jpg;https://m.media-amazon.com/images/I/61V908uPFlL.jpg;https://m.media-amazon.com/images/I/61mmeLBMkWL.jpg;https://m.media-amazon.com/images/I/61lzhUKQsyL.jpg;https://m.media-amazon.com/images/I/71Zbque4fUL.jpg;https://m.media-amazon.com/images/I/717RKeBin+L.jpg","Crocs Classic Clogs (Little Kid/Big Kid) Galaxy 12 Little Kid M","206991","206991-5AJ","196265650521","B0CJT2J7X5","$ 39.50","$ 39.50","$ 39.95","$ 37.11","$ 37.63","23","40","6","$ 39.95","12 Little Kid","","Solid","Classic Clogs (Little Kid/Big Kid)","Plastic","clogs-and-mules-shoes","Size: 12 Little Kid; Color: Galaxy;","Galaxy","200","18","B0CB69JC4F","0196265650521","","","$ 39.99","100 %","$ 5.66","14.99 %","$ 5.99","6","2023/09/25","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/71qKCzfN99L.jpg;https://m.media-amazon.com/images/I/71F4yJZAgTL.jpg;https://m.media-amazon.com/images/I/61V908uPFlL.jpg;https://m.media-amazon.com/images/I/61mmeLBMkWL.jpg;https://m.media-amazon.com/images/I/61lzhUKQsyL.jpg;https://m.media-amazon.com/images/I/71Zbque4fUL.jpg;https://m.media-amazon.com/images/I/717RKeBin+L.jpg","Crocs Classic Clogs (Little Kid/Big Kid) Galaxy 13 Little Kid M","206991","206991-5AJ","196265650538","B0CJT8KMQ3","$ 39.50","$ 39.50","$ 39.95","$ 37.80","$ 37.81","32","54","4","$ 39.95","13 Little Kid","","Solid","Classic Clogs (Little Kid/Big Kid)","Plastic","clogs-and-mules-shoes","Size: 13 Little Kid; Color: Galaxy;","Galaxy","300","17","B0CB69JC4F","0196265650538","","","$ 39.99","99 %","$ 5.66","14.99 %","$ 5.99","4","2023/09/25","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs","Low"
"com","https://m.media-amazon.com/images/I/71qKCzfN99L.jpg;https://m.media-amazon.com/images/I/71F4yJZAgTL.jpg;https://m.media-amazon.com/images/I/61V908uPFlL.jpg;https://m.media-amazon.com/images/I/61mmeLBMkWL.jpg;https://m.media-amazon.com/images/I/61lzhUKQsyL.jpg;https://m.media-amazon.com/images/I/71Zbque4fUL.jpg;https://m.media-amazon.com/images/I/717RKeBin+L.jpg","Crocs Kids Unisex Classic Clogs (Little Kid/Big Kid) Galaxy 11M Little Kid","206991","206991-5AJ","196265650514","B0CJT47Q5V","$ 39.50","$ 39.50","$ 39.95","$ 38.39","$ 38.71","22","34","2","-","11 Little Kid","","Solid","Classic Clogs (Little Kid/Big Kid)","Plastic","clogs-and-mules-shoes","Size: 11 Little Kid; Color: Galaxy;","Galaxy","200","16","B0CB69JC4F","0196265650514","","","$ 34.99","100 %","$ 5.42","14.99 %","$ 5.99","2","2023/09/25","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/71qKCzfN99L.jpg;https://m.media-amazon.com/images/I/71F4yJZAgTL.jpg;https://m.media-amazon.com/images/I/61V908uPFlL.jpg;https://m.media-amazon.com/images/I/61mmeLBMkWL.jpg;https://m.media-amazon.com/images/I/61lzhUKQsyL.jpg;https://m.media-amazon.com/images/I/71Zbque4fUL.jpg;https://m.media-amazon.com/images/I/717RKeBin+L.jpg","Crocs Classic Clogs (Little Kid/Big Kid) Galaxy 1 Little Kid M","206991","206991-5AJ","196265650545","B0CJT6J437","$ 39.95","$ 39.95","$ 39.95","$ 36.20","$ 36.09","31","59","5","$ 40.98","1 Little Kid","","Solid","Classic Clogs (Little Kid/Big Kid)","Plastic","clogs-and-mules-shoes","Size: 1 Little Kid; Color: Galaxy;","Galaxy","300","17","B0CB69JC4F","0196265650545","","","$ 40.00","99 %","$ 5.87","14.99 %","$ 5.99","5","2023/09/25","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs","Low"
"com","https://m.media-amazon.com/images/I/61jaGN984-L.jpg;https://m.media-amazon.com/images/I/61FG2SAaqsL.jpg;https://m.media-amazon.com/images/I/71jQIQ-xn4L.jpg;https://m.media-amazon.com/images/I/71gmVmCpWlL.jpg;https://m.media-amazon.com/images/I/71akqj-paHL.jpg;https://m.media-amazon.com/images/I/61VBiMMeObL.jpg","Crocs Classic Clogs (Little Kid/Big Kid) Varsity Red 2 Little Kid M","206991-6WC","206991-6WC","196265395415, 191448703667","B0BWH9M5M3","","$ 62.81","","$ 39.95","$ 39.72","64","156242","1","$ 39.95","2 Little Kid","","Solid","Classic Clogs (Little Kid/Big Kid)","Plastic","clogs-and-mules-shoes","Size: 2 Little Kid; Color: Varsity Red;","Varsity Red","400","19","B0CB69JC4F","0196265395415, 0191448703667","","","$ 39.99","95 %","$ 7.24","14.99 %","-","1","2023/02/21","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/61jaGN984-L.jpg;https://m.media-amazon.com/images/I/61FG2SAaqsL.jpg;https://m.media-amazon.com/images/I/71jQIQ-xn4L.jpg;https://m.media-amazon.com/images/I/71gmVmCpWlL.jpg;https://m.media-amazon.com/images/I/71akqj-paHL.jpg;https://m.media-amazon.com/images/I/61VBiMMeObL.jpg","Crocs Kids Classic Clog (Toddler) - Clogs for Kids - Synthetic Upper - Ventilation Holes - Round Toe Varsity Red 10 Toddler M","206990-6WC","206990-6WC","196265395217","B0BX7GMJVH","","$ 39.97","","$ 35.00","$ 35.43","36","156242","2","$ 34.95","10 Toddler","","Solid","Classic Clog (Toddler)","Ethylene Vinyl Acetate and Rubber","clogs-and-mules-shoes","Size: 10 Toddler; Color: Varsity Red;","Varsity Red","300","19","B0CB69JC4F","0196265395217","","","$ 39.99","100 %","$ 5.52","15.01 %","-","2","2022/03/09","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/61jaGN984-L.jpg;https://m.media-amazon.com/images/I/61FG2SAaqsL.jpg;https://m.media-amazon.com/images/I/71jQIQ-xn4L.jpg;https://m.media-amazon.com/images/I/71gmVmCpWlL.jpg;https://m.media-amazon.com/images/I/71akqj-paHL.jpg;https://m.media-amazon.com/images/I/61VBiMMeObL.jpg","Crocs Kids Classic Clog (Little Kid/Big Kid) - Clogs for Kids - Synthetic Lining - Circulation Nubs Varsity Red 13 Little Kid M","206990","206991-6WC","191448703643, 196265395392","B0BWH7KD15","","$ 62.81","","$ 39.87","$ 39.55","63","156241","1","$ 39.95","13 Little Kid","","Solid","Classic Clog","Plastic","clogs-and-mules-shoes","Size: 13 Little Kid; Color: Varsity Red;","Varsity Red","200","17","B0CB69JC4F","0196265395392, 0191448703643","","","$ 39.99","99 %","$ 6.21","14.99 %","-","1","2022/03/09","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/61jaGN984-L.jpg;https://m.media-amazon.com/images/I/61FG2SAaqsL.jpg;https://m.media-amazon.com/images/I/71jQIQ-xn4L.jpg;https://m.media-amazon.com/images/I/71gmVmCpWlL.jpg;https://m.media-amazon.com/images/I/71akqj-paHL.jpg;https://m.media-amazon.com/images/I/61VBiMMeObL.jpg","Crocs Kids Classic Clog (Little Kid/Big Kid) - Clogs for Kids - Synthetic Lining - Circulation Nubs Varsity Red 12 Little Kid M","206990","206991-6WC","196265395385","B0BWHBBZYX","","$ 51.00","","$ 39.94","$ 39.89","64","156241","2","$ 47.98","12 Little Kid","","Solid","Classic Clog","Plastic","clogs-and-mules-shoes","Size: 12 Little Kid; Color: Varsity Red;","Varsity Red","100","17","B0CB69JC4F","0196265395385","","","$ 39.99","100 %","$ 5.77","15 %","-","2","2022/03/09","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/61jaGN984-L.jpg;https://m.media-amazon.com/images/I/61FG2SAaqsL.jpg;https://m.media-amazon.com/images/I/71jQIQ-xn4L.jpg;https://m.media-amazon.com/images/I/71gmVmCpWlL.jpg;https://m.media-amazon.com/images/I/71akqj-paHL.jpg;https://m.media-amazon.com/images/I/61VBiMMeObL.jpg","Crocs Kids Classic Clog (Little Kid/Big Kid) - Clogs for Kids - Synthetic Lining - Circulation Nubs Varsity Red 11 Little Kid M","206990","206991-6WC","191448703629, 196265395378","B0BWH81P1R","","$ 64.68","","$ 39.90","$ 39.89","45","156242","2","$ 39.99","11 Little Kid","","Solid","Classic Clog","Plastic","clogs-and-mules-shoes","Size: 11 Little Kid; Color: Varsity Red;","Varsity Red","100","16","B0CB69JC4F","0191448703629, 0196265395378","","","$ 39.95","100 %","$ 5.52","15.01 %","-","2","2023/02/21","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
"com","https://m.media-amazon.com/images/I/61jaGN984-L.jpg;https://m.media-amazon.com/images/I/61FG2SAaqsL.jpg;https://m.media-amazon.com/images/I/71jQIQ-xn4L.jpg;https://m.media-amazon.com/images/I/71gmVmCpWlL.jpg;https://m.media-amazon.com/images/I/71akqj-paHL.jpg;https://m.media-amazon.com/images/I/61VBiMMeObL.jpg","Crocs Kids Classic Clog (Toddler) - Clogs for Kids - Synthetic Upper - Ventilation Holes - Round Toe Varsity Red 9 Toddler M","206990-6WC","206990-6WC","196265395279","B0BX7HJ6WP","","$ 56.02","","$ 34.94","$ 35.26","26","156241","1","$ 34.95","9 Toddler","","Solid","Clogs","Ethylene Vinyl Acetate","clogs-and-mules-shoes","Size: 9 Toddler; Color: Varsity Red;","Varsity Red","300","19","B0CB69JC4F","0196265395279","","","","100 %","$ 5.28","14.99 %","-","1","2022/03/09","Crocs","Crocs","Crocs","Clothing, Shoes & Jewelry","Crocs",""
