ASIN,Title,Cost,List,Profit,ROI,Offer,Rank,# Sold,30/90 BB,30/90 Profit,Rating,T Rating,%,Return,BB/SUP,CPT,CPT Profit,CPT ROI,Amz,Amz OOS,Tags,Source,Amazon
B0BN4JQ7N6,"Levi's Men's Drive Hi Sneaker, Grey/Charcoal, 9.5",$29.99,$71.61,$25.36,85%,1,"67,908",,$38.68,$-2.63,6,568,1%,,SUP, 65.00,$19.74,66%,,100 %,"$20 TO $40, 50013486, Casual, clearance, eligible-discount-employee, extra-clearance, GREY, LEVIS, lifestylem drive hi, mens, mens-shoes, mens-shoes-casual, on-sale, pfs:label-CLEARANCE",https://www.shopwss.com/products/50013486?variant=40943517237303,https://www.amazon.com/dp/B0BN4JQ7N6?th=1&psc=1
B0BN4GKZM6,"Levi's Men's Drive Hi Sneaker, Grey/Charcoal, 9",$29.99,$71.61,$23.80,79%,1,"67,908",,$38.51,$-4.34,6,568,1%,,SUP,,,,,100 %,"$20 TO $40, 50013486, Casual, clearance, eligible-discount-employee, extra-clearance, GREY, LEVIS, lifestylem drive hi, mens, mens-shoes, mens-shoes-casual, on-sale, pfs:label-CLEARANCE",https://www.shopwss.com/products/50013486?variant=40943517204535,https://www.amazon.com/dp/B0BN4GKZM6?th=1&psc=1
B07PDHGPT3,"Dickies Men's Regular Tough Max Duck Carpenter Pant, Stonewashed Mushroom, 44W x 30L",$44.99,$77.00,$12.90,29%,1,"12,690",,$46.16,$-13.31,5,"10,510",0%,,BB, 77.00,$12.90,29%,$ 77.00,1 %,"Bottoms, BROWN, DICKIES, DP802 SMR1, eligible-discount, Mens, mens-clothing, mens-clothing-bottoms, new-arrivals, Woven",https://www.shopwss.com/products/dp802_smr1?variant=41104431808567,https://www.amazon.com/dp/B07PDHGPT3?th=1&psc=1
B0B89LLWMR,"New Balance Women's 327 Sneaker, Sea Salt/White, 5",$99.99,$121.46,$11.41,11%,10,"21,036",,$119.99,$10.02,5,518,1%,,SUP, 99.95,$-9.01,-9%,,100 %,"$80 TO $100, 327, best-sellers-web, bts25, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, for-her-2024, full-price-eligible-discount, GREY, IWD25, Lifestyle, md2-exclusion, NEW BALANCE, ",https://www.shopwss.com/products/ws327fe?variant=40950979199031,https://www.amazon.com/dp/B0B89LLWMR?th=1&psc=1
B07GXBTKPB,"Nike Men's NSW Club Tee, Dark Grey Heather/Black, 4X-Large",$30.00,$50.40,$4.32,14%,1,"23,202",,$37.71,$-6.47,5,"8,991",0%,,SUP,,,,,100 %,"$20 to $40, AR4997 064, clothing, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, md2-exclusion, Mens, mens-clothing, mens-clothing-big-and-tall, mens-clothing-tops,",https://www.shopwss.com/products/ar4997_064?variant=40942277230647,https://www.amazon.com/dp/B07GXBTKPB?th=1&psc=1
B09SRF14WG,"New Balance Unisex Modern Sneaker, White/Blue (110), 5.5 US Women",$99.99,$145.54,$19.18,19%,7,"60,394",,$136.49,$11.49,5,763,1%,,BB, 150.00,$22.98,23%,,100 %,"$80 TO $100, 530, best-sellers-web, bts25, classics-holiday-2024, eligible-discount-employee, festival2025, for-her-2024, IWD25, lifestyle, MR530SG, NEW BALANCE, running, ships-free, spring2025, unisex-label, WHITE, womens, womens-shoes, womens-shoes-runni",https://www.shopwss.com/products/mr530sg?variant=41331214417975,https://www.amazon.com/dp/B09SRF14WG?th=1&psc=1
B007SY676W,adidas Samba Classic Junior Soccer Shoe 3.5 Black/White,$59.99,$97.74,$15.29,25%,2,"71,236",,,,5,"4,785",0%,,SUP, 70.00,$-8.29,-14%,,100 %,"$40 TO $60, 036516, 7 - 12 yrs, ADIDAS, BLACK, Boys, boys-shoes, boys-shoes-soccer, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Indoor, kids, md2-exclusion, on-sale, Samba, Soccer",https://www.shopwss.com/products/036516?variant=40946989662263,https://www.amazon.com/dp/B007SY676W?th=1&psc=1
B07PFFCKLH,"Dickies Men's Regular Tough Max Duck Carpenter Pant, Stonewashed Mushroom, 40W x 30L",$44.99,$77.00,$12.25,27%,1,"12,690",,$46.11,$-13.39,4,"10,509",0%,,BB,,,,$ 77.00,1 %,"Bottoms, BROWN, DICKIES, DP802 SMR1, eligible-discount, Mens, mens-clothing, mens-clothing-bottoms, new-arrivals, Woven",https://www.shopwss.com/products/dp802_smr1?variant=41104431677495,https://www.amazon.com/dp/B07PFFCKLH?th=1&psc=1
B00VU6J392,"Nike Men's Benassi Just Do It Sandal, red Orbit/Black-Anthracite, 15 Regular US",$29.99,$59.95,$13.65,46%,3,"22,478",,$51.23,$6.24,4,"35,139",0%,,SUP, 35.00,$-7.56,-25%,,100 %,"$20 TO $40, 343880 605, best-sellers, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, full-price-eligible-discount, Lifestyle, md2-exclusion, Mens, mens-featured, mens-shoes, m",https://www.shopwss.com/products/343880_605?variant=41265363124279,https://www.amazon.com/dp/B00VU6J392?th=1&psc=1
B0CN3V73SY,"New Balance Unisex 997R Sneaker, Dark Arctic Grey/Navy, 8.5 US Men",$65.99,$110.00,$21.99,33%,3,"56,147",,$72.87,$-9.57,4,150,3%,,SUP, 99.99,$13.48,20%,,100 %,"$60 TO $80, 997, clearance, eligible-discount-employee, GREY, Lifestyle, mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, pfs:label-CLEARANCE, running, U997RRB, unisex-label",https://www.shopwss.com/products/u997rrb?variant=40951005085751,https://www.amazon.com/dp/B0CN3V73SY?th=1&psc=1
B0C4RWW2G1,"Skechers Kids Uno Lite-Easy Zip Sneaker, Black/Black, 11.5 US Unisex Little Kid",$24.99,$46.21,$7.67,31%,2,"61,653",,$44.19,$5.95,4,292,1%,,BB,,,,$ 46.21,0 %,"$20 TO $40, -employee, 310387L BBK, BLACK, Casual, clearance, eligible-discount-employee, extra-clearance, girls, girls-shoes, girls-shoes-casual, holideals-40, holideals-brands, kids, Lifestyle, on-sale, pfs:label-CLEARANCE, SKECHERS, Uno",https://www.shopwss.com/products/310387l_bbk?variant=41206109241399,https://www.amazon.com/dp/B0C4RWW2G1?th=1&psc=1
B0BN4HW2PT,"Levi's Men's Drive Hi Sneaker, Grey/Charcoal, 8.5",$29.99,$71.61,$24.26,81%,1,"67,920",,$38.69,$-3.72,4,568,1%,,SUP, 65.00,$18.64,62%,,100 %,"$20 TO $40, 50013486, Casual, clearance, eligible-discount-employee, extra-clearance, GREY, LEVIS, lifestylem drive hi, mens, mens-shoes, mens-shoes-casual, on-sale, pfs:label-CLEARANCE",https://www.shopwss.com/products/50013486?variant=40943517171767,https://www.amazon.com/dp/B0BN4HW2PT?th=1&psc=1
B0CL7J7SLF,"Puma Men's Caven 2.0 Sneaker Black White-Gold, 7",$59.99,$93.33,$12.34,21%,1,"8,313",,$50.82,$-23.79,3,"1,683",0%,,SUP,,,,,33 %,"$40 TO $60, 392290 04, Basketball, BLACK, black-white-shoes, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, holideals-60, holideals-brands, md2-exclusion, mens, mens-shoes, mens-shoes-ba",https://www.shopwss.com/products/392290_04?variant=40950254239799,https://www.amazon.com/dp/B0CL7J7SLF?th=1&psc=1
B07PFF6F52,"Dickies Men's Regular Tough Max Duck Carpenter Pant, Stonewashed Mushroom, 42W x 32L",$44.99,$77.00,$12.98,29%,1,"12,424",,$46.16,$-13.23,3,"10,510",0%,,BB, 77.00,$12.98,29%,$ 77.00,1 %,"Bottoms, BROWN, DICKIES, DP802 SMR1, eligible-discount, Mens, mens-clothing, mens-clothing-bottoms, new-arrivals, Woven",https://www.shopwss.com/products/dp802_smr1?variant=41104431775799,https://www.amazon.com/dp/B07PFF6F52?th=1&psc=1
B01LZ206SD,"NBA Miami Heat Men's Official 59FIFTY Fitted Cap, 7.5, Black",$44.99,$69.97,$7.86,17%,1,"22,564",,$63.11,$2.03,3,"1,000",0%,,SUP, 29.44,$-26.59,-59%,,100 %,"$40 TO $60, 59fifty, 70343366, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, fitted, full-price-eligible-discount, hats, md2-exclusion, miami heat, nba, NEW ERA, unisex, unisex-accessories, un",https://www.shopwss.com/products/70343366?variant=40943511699511,https://www.amazon.com/dp/B01LZ206SD?th=1&psc=1
B07H4JBYGW,"Men's Nike Sportswear Club T-Shirt, Nike Shirt for Men with Classic Fit, Sail/Black, M",$30.00,$48.99,$5.59,19%,1,"23,429",,$30.01,$-10.54,3,"8,991",0%,,SUP,,,,,100 %,"$20 TO $40, AR4997 133, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, md2-exclusion, Mens, mens-clothing, mens-clothing-tops, NIKE, Short Sleeve, Tops",https://www.shopwss.com/products/ar4997_133?variant=41051265826871,https://www.amazon.com/dp/B07H4JBYGW?th=1&psc=1
B0B1QWQ7W4,Nike Big Kid's Air Max INTRLK Lite Black/Anthracite-Wolf Grey - 3.5,$74.99,$106.06,$9.39,13%,6,"41,961",,,,3,"10,627",0%,,SUP, 75.00,$-17.01,-23%,,100 %,"$60 TO $80, 7 - 12 yrs, Air Max, Air Max INTRLK, BLACK, boys, boys-shoes, boys-shoes-running, DH9393 002, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, kids, kids-shoes,",https://www.shopwss.com/products/dh9393_002?variant=40942431961143,https://www.amazon.com/dp/B0B1QWQ7W4?th=1&psc=1
B00BJ65NBU,Lugz Men's Fringe Wheat/Cream/Gum Oxford 6.5 D - Medium,$39.99,$82.47,$22.95,57%,1,"50,088",,$93.50,$32.32,3,"5,866",0%,,SUP,,,,,100 %,"$20 TO $40, -employee, Boots, BROWN, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, LUGZ, md2-exclusion, Mens, mens-shoes, mens-shoes-big-and-tall, mens-shoes-boots, MFRGD 765",https://www.shopwss.com/products/mfrgd_7651?variant=40942314848311,https://www.amazon.com/dp/B00BJ65NBU?th=1&psc=1
B0C4RF9ZD6,"Skechers Kids Uno Lite-Easy Zip Sneaker, Black/Black, 2.5 US Unisex Little Kid",$24.99,$54.00,$13.75,55%,1,"62,668",,$46.03,$6.98,3,292,1%,,BB,,,,$ 54.00,0 %,"$20 TO $40, -employee, 310387L BBK, BLACK, Casual, clearance, eligible-discount-employee, extra-clearance, girls, girls-shoes, girls-shoes-casual, holideals-40, holideals-brands, kids, Lifestyle, on-sale, pfs:label-CLEARANCE, SKECHERS, Uno",https://www.shopwss.com/products/310387l_bbk?variant=41206109372471,https://www.amazon.com/dp/B0C4RF9ZD6?th=1&psc=1
B0BN4JLYD1,"Levi's Men's Drive Hi Sneaker, Grey/Charcoal, 7.5",$29.99,$71.61,$24.26,81%,1,"67,908",,$38.67,$-3.74,3,568,1%,,SUP, 65.00,$18.64,62%,,100 %,"$20 TO $40, 50013486, Casual, clearance, eligible-discount-employee, extra-clearance, GREY, LEVIS, lifestylem drive hi, mens, mens-shoes, mens-shoes-casual, on-sale, pfs:label-CLEARANCE",https://www.shopwss.com/products/50013486?variant=40943517106231,https://www.amazon.com/dp/B0BN4JLYD1?th=1&psc=1
B06XH2SY19,adidas Jr Samba Classic Black/Runwht Soccer Shoes - 3Y,$49.97,$88.49,$17.77,36%,5,"71,414",,$96.44,$24.52,3,"4,785",0%,,SUP, 70.00,$2.05,4%,,100 %,"$40 TO $60, 036516Y, 4 - 7 yrs, ADIDAS, Adidas World Cup, BLACK, Boys, Boys Kids, boys-shoes, boys-shoes-soccer, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, holiday-sale, ",https://www.shopwss.com/products/036516y?variant=40942200651831,https://www.amazon.com/dp/B06XH2SY19?th=1&psc=1
B0CKWPQMMM,"adidas Unisex-Adult UCL Training Soccer Ball, Multicolor/Black/Platin Metallic/Team Solar Yellow, 5",$23.99,$40.00,$2.53,11%,12,"4,047",,$40.23,$2.72,2,536,0%,,BB,,,,,100 %,"$20 TO $40, ADIDAS, Balls, champions, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, IX4068, md2-exclusion, MULTI, on-sale, qty-limit-2, soccer, soccer balls, unisex, unisex-accessories,",https://www.shopwss.com/products/ix4068?variant=40950740647991,https://www.amazon.com/dp/B0CKWPQMMM?th=1&psc=1
B0C6D46LQM,"PUMA Men's CAVEN 2.0 BUCK Sneaker, PUMA Black-Cool Dark Gray, 7",$59.99,$113.05,$28.78,48%,1,"8,298",,$125.90,$39.70,2,"1,683",0%,,SUP, 58.99,$-17.17,-29%,,100 %,"$40 TO $60, 395202 03, basketball, BLACK, black-white-shoes, Carina, court classics, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, holideals-60, holideals-brands, lifestyle, md2-exclusi",https://www.shopwss.com/products/395202_03?variant=40942808662071,https://www.amazon.com/dp/B0C6D46LQM?th=1&psc=1
B0BWRX1W5K,"NIKE Men's Sneaker, Black and White, 7",$114.99,$189.99,$39.88,35%,2,"8,561",,$188.29,$38.44,2,"10,205",0%,,SUP, 124.95,$-15.40,-13%,,100 %,"$100 TO $150, AF 1, Air Force 1, basketball, best-sellers-web, BLACK, classic, DV0788 001, mens, mens-shoes, mens-shoes-basketball, NIKE, qty-limit-2, ships-free",https://www.shopwss.com/products/dv0788_001?variant=40942538620983,https://www.amazon.com/dp/B0BWRX1W5K?th=1&psc=1
B0CNTYBW4S,"Reebok Men's Energen Lux Sneaker, Vector Navy/White/Grey 3, 14",$39.99,$79.00,$19.12,48%,1,"19,922",,,,2,402,0%,,SUP,,,,,100 %,"$20 TO $40, -employee, 100201547, 20-footwear, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, energen lux, holiday-sale, Lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-running, on-sale, ",https://www.shopwss.com/products/100201547?variant=40951362486327,https://www.amazon.com/dp/B0CNTYBW4S?th=1&psc=1
B01M1BY6DO,"NBA Miami Heat Men's Official 59FIFTY Fitted Cap, 7.375, Black",$44.99,$70.50,$6.73,15%,1,"22,564",,$61.27,$-1.11,2,"1,001",0%,,SUP,,,,,100 %,"$40 TO $60, 59fifty, 70343366, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, fitted, full-price-eligible-discount, hats, md2-exclusion, miami heat, nba, NEW ERA, unisex, unisex-accessories, un",https://www.shopwss.com/products/70343366?variant=40943511666743,https://www.amazon.com/dp/B01M1BY6DO?th=1&psc=1
B08X9YNM73,Nike Boy's Blazer Mid '77 (Little Kid) Black/White/White/Team Orange 13 Little Kid M,$74.99,$109.52,$10.94,15%,2,"36,583",,$87.60,$-7.69,2,"2,027",0%,,SUP, 52.97,$-37.13,-50%,,100 %,"$60 TO $80, 4 - 7 yrs, basketball, BLACK, blazer mid 77, boys, boys-shoes, boys-shoes-basketball, DA4087 002, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, kids, kids-li",https://www.shopwss.com/products/da4087_002?variant=40942496940087,https://www.amazon.com/dp/B08X9YNM73?th=1&psc=1
B0D95KQC12,Nike Jordan 1 Mid Men's Basketball Shoe Neutral Grey/Smoke Grey-Sail FQ7720-002 Size 10.5,$134.99,$205.00,$32.18,24%,3,"41,562",,$140.72,$-22.46,2,559,0%,,SUP,,,,,100 %,"$100 TO $150, AJ 1, all-time-classics, Basketball, Classic, FQ7720 002, GREY, JORDAN, mens, mens-shoes, mens-shoes-basketball, prom-sneakers, qty-limit-1, Retro, ships-free",https://www.shopwss.com/products/fq7720_002?variant=40950875095095,https://www.amazon.com/dp/B0D95KQC12?th=1&psc=1
B0C4RMGVBV,"Skechers Kids Uno Lite-Easy Zip Sneaker, Black/Black, 1 US Unisex Little Kid",$24.99,$43.72,$4.93,20%,3,"58,764",,$43.06,$4.37,2,296,1%,,BB,,,,$ 43.72,0 %,"$20 TO $40, -employee, 310387L BBK, BLACK, Casual, clearance, eligible-discount-employee, extra-clearance, girls, girls-shoes, girls-shoes-casual, holideals-40, holideals-brands, kids, Lifestyle, on-sale, pfs:label-CLEARANCE, SKECHERS, Uno",https://www.shopwss.com/products/310387l_bbk?variant=41205968699447,https://www.amazon.com/dp/B0C4RMGVBV?th=1&psc=1
B0C4RTJSYR,"Skechers Kids Uno Lite-Easy Zip Sneaker, Black/Black, 12.5 US Unisex Little Kid",$24.99,$42.49,$3.96,16%,4,"66,705",,$45.84,$6.81,2,296,1%,,BB,,,,$ 42.49,0 %,"$20 TO $40, -employee, 310387L BBK, BLACK, Casual, clearance, eligible-discount-employee, extra-clearance, girls, girls-shoes, girls-shoes-casual, holideals-40, holideals-brands, kids, Lifestyle, on-sale, pfs:label-CLEARANCE, SKECHERS, Uno",https://www.shopwss.com/products/310387l_bbk?variant=41206109274167,https://www.amazon.com/dp/B0C4RTJSYR?th=1&psc=1
B0C4RRNWWK,"Skechers Kids Uno Lite-Easy Zip Sneaker, Black/Black, 13.5 US Unisex Little Kid",$24.99,$45.00,$9.36,37%,2,"60,945",,$45.91,$10.13,2,296,1%,,BB,,,,$ 46.02,0 %,"$20 TO $40, -employee, 310387L BBK, BLACK, Casual, clearance, eligible-discount-employee, extra-clearance, girls, girls-shoes, girls-shoes-casual, holideals-40, holideals-brands, kids, Lifestyle, on-sale, pfs:label-CLEARANCE, SKECHERS, Uno",https://www.shopwss.com/products/310387l_bbk?variant=41206109306935,https://www.amazon.com/dp/B0C4RRNWWK?th=1&psc=1
B093QJVM2R,"New Balance Men's 574 Core Sneaker, Grey/White, 7 Wide",$89.99,$125.27,$9.01,10%,3,"2,716",,$89.96,$-21.00,1,"8,037",0%,,SUP, 89.95,$-21.01,-23%,,9 %,"$80 TO $100, 574, classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-big-and-tall, mens-shoes-running, M",https://www.shopwss.com/products/ml574evg_2e?variant=40942581088311,https://www.amazon.com/dp/B093QJVM2R?th=1&psc=1
B0CN7Z43TR,"ASICS Men's GT-1000 13 Running Shoes, 7, White/Black",$109.99,$158.46,$17.46,16%,1,"8,904",,$99.95,$-32.27,1,383,0%,,SUP, 89.95,$-40.77,-37%,,100 %,"$100 TO $150, 1011B858 100, ASICS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-running, running, ships-free, WHI",https://www.shopwss.com/products/1011b858_100?variant=40950847701047,https://www.amazon.com/dp/B0CN7Z43TR?th=1&psc=1
B0CN8BNNKQ,"ASICS Women's GT-1000 13 Trail Running Shoes, 8.5, Nature Bathing/Pearl Pink",$99.98,$145.60,$14.73,15%,2,"11,777",,$89.95,$-31.46,1,253,0%,,SUP, 89.95,$-31.46,-31%,,100 %,"$80 TO $100, 1012B747 700, ASICS, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, new-markdown, on-sale, Running, ships-free, womens, womens-shoes, womens-shoes-running",https://www.shopwss.com/products/1012b747_700?variant=40950892757047,https://www.amazon.com/dp/B0CN8BNNKQ?th=1&psc=1
B0CN81JFG4,"ASICS Women's GT-1000 13 Trail Running Shoes, 8, Nature Bathing/Pearl Pink",$99.98,$145.60,$14.73,15%,1,"11,802",,,,1,253,0%,,SUP, 89.95,$-31.46,-31%,,100 %,"$80 TO $100, 1012B747 700, ASICS, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, new-markdown, on-sale, Running, ships-free, womens, womens-shoes, womens-shoes-running",https://www.shopwss.com/products/1012b747_700?variant=40950892724279,https://www.amazon.com/dp/B0CN81JFG4?th=1&psc=1
B0CN825YHK,"ASICS Women's GT-1000 13 Trail Running Shoes, 7.5, Nature Bathing/Pearl Pink",$99.98,$145.60,$16.70,17%,1,"11,802",,$89.95,$-30.60,1,253,0%,,SUP, 89.95,$-30.60,-31%,,100 %,"$80 TO $100, 1012B747 700, ASICS, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, new-markdown, on-sale, Running, ships-free, womens, womens-shoes, womens-shoes-running",https://www.shopwss.com/products/1012b747_700?variant=40950892691511,https://www.amazon.com/dp/B0CN825YHK?th=1&psc=1
B07BL2VV44,"New Balance Men's 997H V1 Sneaker, Black/Silver, 15",$69.99,$139.00,$42.12,60%,1,"13,747",,$77.32,$-10.31,1,"5,447",0%,,SUP, 95.00,$4.72,7%,,41 %,"$60 TO $80, 997, 997h, BLACK, CM997HCC, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, running",https://www.shopwss.com/products/cm997hcc?variant=40942989672503,https://www.amazon.com/dp/B07BL2VV44?th=1&psc=1
B0CP4L878T,"Reebok Men's Classic Nylon Sneaker, Rich Maroon/Rich Maroon/White, 11",$59.98,$89.46,$8.98,15%,2,"15,119",,$81.50,$2.22,1,"10,270",0%,,SUP, 48.98,$-25.43,-42%,,100 %,"$40 TO $60, -employee, 100205110, Classic, classic nylon, classics-holiday-2024, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, mens, mens-shoes, mens-shoes-running, new-markdown, on-sal",https://www.shopwss.com/products/100205110?variant=40951093854263,https://www.amazon.com/dp/B0CP4L878T?th=1&psc=1
B0CP4L8W4F,"Reebok Men's Classic Nylon Sneaker, Rich Maroon/Rich Maroon/White, 12",$59.98,$89.46,$8.18,14%,3,"15,077",,$85.36,$4.70,1,"10,270",0%,,SUP, 48.98,$-26.23,-44%,,100 %,"$40 TO $60, -employee, 100205110, Classic, classic nylon, classics-holiday-2024, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, mens, mens-shoes, mens-shoes-running, new-markdown, on-sal",https://www.shopwss.com/products/100205110?variant=40951093919799,https://www.amazon.com/dp/B0CP4L8W4F?th=1&psc=1
B0D32J53T2,"PUMA Men's Rebound Layup Mid Shoes Sneaker, Black-Black-Cool Dark Gray, 9.5 Wide",$49.99,$91.00,$19.32,39%,4,"18,413",,$61.40,$-5.84,1,"3,611",0%,,SUP,,,,,25 %,"$40 TO $60, -employee, 398907 01, Basketball, BLACK, black-white-shoes, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-basketball, ",https://www.shopwss.com/products/398907_01?variant=40950985523255,https://www.amazon.com/dp/B0D32J53T2?th=1&psc=1
B0CNTY52HY,"Reebok Men's Energen Lux Sneaker, Vector Navy/White/Grey 3, 7.5",$39.99,$63.87,$7.06,18%,1,"19,378",,$50.53,$-4.28,1,394,0%,,SUP,,,,,100 %,"$20 TO $40, -employee, 100201547, 20-footwear, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, energen lux, holiday-sale, Lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-running, on-sale, ",https://www.shopwss.com/products/100201547?variant=40951362125879,https://www.amazon.com/dp/B0CNTY52HY?th=1&psc=1
B0CNTZX2GF,"Reebok Men's Energen Lux Sneaker, Vector Navy/White/Grey 3, 7",$39.99,$67.03,$9.04,23%,1,"19,969",,$42.00,$-11.73,1,417,0%,,SUP,,,,,100 %,"$20 TO $40, -employee, 100201547, 20-footwear, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, energen lux, holiday-sale, Lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-running, on-sale, ",https://www.shopwss.com/products/100201547?variant=40951362093111,https://www.amazon.com/dp/B0CNTZX2GF?th=1&psc=1
B0CNTY413J,"Reebok Men's Energen Lux Sneaker, Grey/Black/Grey, 7",$39.99,$69.77,$11.87,30%,1,"19,922",,,,1,411,0%,,SUP,,,,,100 %,"$20 TO $40, -employee, 100204949, 20-footwear, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, energen lux, GREY, holiday-sale, Lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-running, on-sale, ",https://www.shopwss.com/products/100204949?variant=40951362519095,https://www.amazon.com/dp/B0CNTY413J?th=1&psc=1
B0CYRYWXLW,"Skechers Men's Arch Fit Orvan-Drex Sneaker, Black, 11",$59.99,$85.00,$5.78,10%,3,"45,633",,$82.18,$3.38,1,136,1%,,BB,,,,$ 85.00,0 %,"$40 TO $60, 210956 BLK, BLACK, Casual, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, on-sale, SKECHERS",https://www.shopwss.com/products/210956_blk?variant=40951051321399,https://www.amazon.com/dp/B0CYRYWXLW?th=1&psc=1
B0C4RDXTZJ,"Skechers Kids Uno Lite-Easy Zip Sneaker, Black/Black, 11 US Unisex Little Kid",$24.99,$43.00,$5.35,21%,3,"59,518",,$43.98,$6.18,1,292,0%,,BB,,,,$ 43.00,0 %,"$20 TO $40, -employee, 310387L BBK, BLACK, Casual, clearance, eligible-discount-employee, extra-clearance, girls, girls-shoes, girls-shoes-casual, holideals-40, holideals-brands, kids, Lifestyle, on-sale, pfs:label-CLEARANCE, SKECHERS, Uno",https://www.shopwss.com/products/310387l_bbk?variant=41205968568375,https://www.amazon.com/dp/B0C4RDXTZJ?th=1&psc=1
B0C4RKLHM5,"Skechers Kids Uno Lite-Easy Zip Sneaker, Black/Black, 1.5 US Unisex Little Kid",$24.99,$44.33,$5.69,23%,1,"66,102",,$43.63,$5.10,1,296,0%,,BB,,,,$ 44.33,0 %,"$20 TO $40, -employee, 310387L BBK, BLACK, Casual, clearance, eligible-discount-employee, extra-clearance, girls, girls-shoes, girls-shoes-casual, holideals-40, holideals-brands, kids, Lifestyle, on-sale, pfs:label-CLEARANCE, SKECHERS, Uno",https://www.shopwss.com/products/310387l_bbk?variant=41206109339703,https://www.amazon.com/dp/B0C4RKLHM5?th=1&psc=1
B0BN4G4Q8W,"Levi's Men's Retro Sneaker, Grey/Charcoal, 7",$29.99,$71.61,$25.01,83%,1,"67,941",,$38.66,$-3.00,1,568,0%,,SUP, 65.00,$19.39,65%,,100 %,"$20 TO $40, 50013486, Casual, clearance, eligible-discount-employee, extra-clearance, GREY, LEVIS, lifestylem drive hi, mens, mens-shoes, mens-shoes-casual, on-sale, pfs:label-CLEARANCE",https://www.shopwss.com/products/50013486?variant=40943517073463,https://www.amazon.com/dp/B0BN4G4Q8W?th=1&psc=1
B0D619RMRY,"Crocs Unisex Classic Clog Mystic Purple Men's 3, Women's 5 M",$49.99,$76.40,$8.74,17%,1,1,,,,0,2,0%,,SUP, 49.99,$-13.71,-27%,,100 %,"$40 TO $60, 10001 5BN, Classic Clog, Clogs, CROCS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, full-price-eligible-discount, Lifestyle, md2-exclusion, PURPLE, Slides, Slides and Thong",https://www.shopwss.com/products/10001_5bn?variant=41083645067319,https://www.amazon.com/dp/B0D619RMRY?th=1&psc=1
