UPC,ASIN,Title,Cost,Price,Profit,ROI,Offers,Sales Rank,Size,Color, Link, Tags
196969195687,B0CKZBWTG5,"NIKE Men's Running Shoe, Navy Blue Leaf Midnight Pure Platinum, 14",49.99,0,0,,2,15022,14,Midnight Navy Pure Platinum Bl,https://www.shopwss.com/products/fb2207_400?variant=40942887469111,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 400, holiday-sale, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, on-sale, performance, revolution, revolution 7, ru"
196969195670,B0CKZC9CMY,"NIKE Men's Sneaker, Midnight Navy Pure Platinum Bl, 13",49.99,0,0,,4,15022,13,Midnight Navy Pure Platinum Bl,https://www.shopwss.com/products/fb2207_400?variant=40942887436343,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 400, holiday-sale, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, on-sale, performance, revolution, revolution 7, ru"
196969195694,B0CKZCKJKB,"NIKE Men's Running Shoe, Navy Blue Leaf Midnight Pure Platinum, 15",49.99,79.1500015258789,9.490001449584952,18.983799659101724%,5,15022,15,Midnight Navy Pure Platinum Bl,https://www.shopwss.com/products/fb2207_400?variant=40942887501879,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 400, holiday-sale, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, on-sale, performance, revolution, revolution 7, ru"
196969195649,B0CKZCY2D6,"NIKE Men's Sneaker, Midnight Navy Pure Platinum Bl, 11.5",49.99,66.54000091552734,-0.9899985694885345,-1.9803932176205932%,7,15022,11.5,Midnight Navy Pure Platinum Bl,https://www.shopwss.com/products/fb2207_400?variant=40942887370807,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 400, holiday-sale, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, on-sale, performance, revolution, revolution 7, ru"
196969195595,B0CKZ9SWG4,"NIKE Men's Sneaker, Midnight Navy Pure Platinum Bl, 9",49.99,0,0,,8,15022,9,Midnight Navy Pure Platinum Bl,https://www.shopwss.com/products/fb2207_400?variant=40942887206967,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 400, holiday-sale, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, on-sale, performance, revolution, revolution 7, ru"
196969195601,B0CKZCZ59B,"NIKE Men's Sneaker, Midnight Navy Pure Platinum Bl, 9.5",49.99,72.43000030517578,3.5400006866454987,7.081417656822361%,6,15022,9.5,Midnight Navy Pure Platinum Bl,https://www.shopwss.com/products/fb2207_400?variant=40942887239735,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 400, holiday-sale, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, on-sale, performance, revolution, revolution 7, ru"
196969195588,B0CKZ8S7KN,"NIKE Men's Sneaker, Midnight Navy Pure Platinum Bl, 8.5",49.99,77.37000274658203,8.530003318786612,17.06341932143751%,7,15022,8.5,Midnight Navy Pure Platinum Bl,https://www.shopwss.com/products/fb2207_400?variant=40942887174199,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 400, holiday-sale, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, on-sale, performance, revolution, revolution 7, ru"
197860791992,B0D4V1FYM5,"Nike Revolution 7 Oxford Shoe, Elemental Pink Sail Anthracite, 7.5",69.99,89.44000244140625,-1.1299974822997996,-1.614512762251464%,1,15022,7.5,Elemental Pink Sail Anthracite,https://www.shopwss.com/products/fb2208_604?variant=41438307876919,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, Perf, Pink, Running, Womens, womens-shoes, womens-shoes-running"
197860792340,B0D4TR8VYB,"Nike Revolution 7 Women's Road Running Shoes, Elemental Pink Sail Anthracite, 8.5 Women",69.99,99.80999755859375,7.6099975204467825,10.872978311825666%,1,15022,8.5,Elemental Pink Sail Anthracite,https://www.shopwss.com/products/fb2208_604?variant=41438307942455,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, Perf, Pink, Running, Womens, womens-shoes, womens-shoes-running"
197860792432,B0D4TTMLSG,"Nike Boys' Revolution 7 Gs Lace Up Shoes, Elemental Pink Sail Anthracite, 5 Women",69.99,99.23999786376953,7.279997596740728,10.401482492842876%,1,15022,6,Elemental Pink Sail Anthracite,https://www.shopwss.com/products/fb2208_604?variant=41438307778615,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, Perf, Pink, Running, Womens, womens-shoes, womens-shoes-running"
197860792364,B0D4TVS6L8,"Nike Unisex Low-Top Sneakers, Elemental Pink Sail Anthracite, 11 US Women",69.99,87.11000061035156,-3.589998950958247,-5.129302687467134%,1,15022,11 Women/9.5 Men,Elemental Pink Sail Anthracite,https://www.shopwss.com/products/fb2208_604?variant=41438308106295,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, Perf, Pink, Running, Womens, womens-shoes, womens-shoes-running"
197860792135,B0D4TXMVJJ,"Nike Revolution 7 Women's Road Running Shoes, Elemental Pink Sail Anthracite, 9.5 Women",69.99,90.87999725341797,0.019997367858891835,0.028571750048423827%,1,15022,9.5,Elemental Pink Sail Anthracite,https://www.shopwss.com/products/fb2208_604?variant=41438308007991,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, Perf, Pink, Running, Womens, womens-shoes, womens-shoes-running"
197601228206,B0D4TSLY72,"Nike Revolution 7 Big Kids' Running Shoes (FB7689-603, Gym Red/White/Black) Size 1",64.99,0,0,,2,15022,1 Big Kid,Gym Red/White/Black,https://www.shopwss.com/products/fb7689_603?variant=40951303307319,"$60 TO $80, boys, boys-shoes, boys-shoes-running, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB7689 603, full-price-eligible-discount, kids, md2-exclusion, NIKE, Performance, RED, revolution 7, ru"
197599112655,B0DBVY2QJM,"Nike Men's Low-Top Sneakers, Anthracite White Cool Grey Black, 10",69.99,73.48999786376953,-15.000002613067622,-21.431636823928592%,9,15022,10,Anthracite White Cool Grey Black,https://www.shopwss.com/products/fb2207_007?variant=40951251861559,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 007, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, revolution 7, running, WHIT"
197599116004,B0DCZRKQ6T,"Nike Men's Low-Top Sneakers, Anthracite White Cool Grey Black, 15",69.99,105.0999984741211,11.619998226165777,16.602369232984394%,1,15022,15,Anthracite White Cool Grey Black,https://www.shopwss.com/products/fb2207_007?variant=40951252090935,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 007, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, revolution 7, running, WHIT"
197599112815,B0DBVW9LCB,"Nike Men's Low-Top Sneakers, Anthracite White Cool Grey Black, 8",69.99,82.04000091552734,-7.979999294281001,-11.401627795800831%,8,15022,8,Anthracite White Cool Grey Black,https://www.shopwss.com/products/fb2207_007?variant=40951251730487,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 007, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, revolution 7, running, WHIT"
197599113256,B0DBVYZH3G,"Nike Men's Low-Top Sneakers, Anthracite White Cool Grey Black, 9.5",69.99,0,0,,2,15022,9.5,Anthracite White Cool Grey Black,https://www.shopwss.com/products/fb2207_007?variant=40951251828791,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 007, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, revolution 7, running, WHIT"
197599113966,B0DCZSKVKW,"Nike Men's Running/Jogging Shoe, Anthracite White Cool Grey Black, 14",69.99,75,-14.040000190734858,-20.060008845170536%,3,15022,14,Anthracite White Cool Grey Black,https://www.shopwss.com/products/fb2207_007?variant=40951252058167,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 007, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, revolution 7, running, WHIT"
197599113379,B0DCZSPLYJ,"Nike Men's Running/Jogging Shoe, Anthracite White Cool Grey Black, 13",69.99,0,0,,3,15022,13,Anthracite White Cool Grey Black,https://www.shopwss.com/products/fb2207_007?variant=40951252025399,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 007, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, revolution 7, running, WHIT"
197599115564,B0DBVV3YCL,"Nike Men's Low-Top Sneakers, Anthracite White Cool Grey Black, 10.5",69.99,70.18000030517578,-17.81999944686889,-25.460779321144294%,5,15022,10.5,Anthracite White Cool Grey Black,https://www.shopwss.com/products/fb2207_007?variant=40951251894327,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 007, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, revolution 7, running, WHIT"
197593776457,B0CZDDLCPX,"Nike Revolution 7 Men's Road Running Shoes (FB2207-102, White/FIRE RED-Black-Photon DUST) Size 10",69.99,0,0,,6,15022,10,White/Fire Red-black-photon Dust,https://www.shopwss.com/products/fb2207_102?variant=41410952233015,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 102, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, RED, revolution 7, running"
197593802101,B0CZHDSN8J,"NIKE Men's Running Shoe, White and Fire Red Photon Powder, 8.5 AU",69.99,78.45999908447266,-10.700001468658442,-15.287900369564856%,12,15022,7,White and Fire Red Photon Powder,https://www.shopwss.com/products/fb2207_102?variant=41410952036407,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 102, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, RED, revolution 7, running"
197593772794,B0D1YN2P85,"Nike Revolution 7 Men's Road Running Shoes (FB2207-102, White/FIRE RED-Black-Photon DUST) Size 6.5",69.99,84.98999786376953,-5.630002250671382,-8.044009502316591%,6,15022,6.5,White Fire Red Black Photon Dust,https://www.shopwss.com/products/fb2207_102?variant=41410952527927,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 102, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, RED, revolution 7, running"
197593792600,B0CZD5PFY6,"Nike Revolution 7 Men's Road Running Shoes (FB2207-102, White/FIRE RED-Black-Photon DUST) Size 11",69.99,69.5,-18.400000324249262,-26.289470387554314%,9,15022,11,White/Fire Red-black-photon Dust,https://www.shopwss.com/products/fb2207_102?variant=41410952298551,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 102, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, RED, revolution 7, running"
197593777102,B0CZDR9TT9,"Nike Revolution 7 Men's Road Running Shoes (FB2207-102, WHITE/FIRE RED-BLACK-PHOTON DUST) Size 12",69.99,0,0,,5,15022,12,White/Fire Red-black-photon Dust,https://www.shopwss.com/products/fb2207_102?variant=41410952364087,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 102, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, RED, revolution 7, running"
197593802781,B0CZHDY4QG,"Nike Revolution 7 Men's Road Running Shoes (FB2207-102, White/FIRE RED-Black-Photon DUST) Size 13",69.99,0,0,,5,15022,13,White/Fire Red-black-photon Dust,https://www.shopwss.com/products/fb2207_102?variant=41410952396855,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 102, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, RED, revolution 7, running"
197593775801,B0CZHGMQM7,"NIKE Men's Running Shoe, White and Fire Red Photon Powder, 48.5 EU",69.99,0,0,,12,15022,14,White and Fire Red Photon Powder,https://www.shopwss.com/products/fb2207_102?variant=41410952429623,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 102, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, RED, revolution 7, running"
197593778208,B0CZD82RWF,"Nike Revolution 7 Men's Road Running Shoes (FB2207-102, White/FIRE RED-Black-Photon DUST) Size 9",69.99,71.75,-16.320000400543208,-23.317617374686684%,12,15022,9,White/Fire Red-black-photon Dust,https://www.shopwss.com/products/fb2207_102?variant=41410952167479,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 102, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, RED, revolution 7, running"
197593774002,B0CZDCMNCS,"Nike Revolution 7 Men's Road Running Shoes (FB2207-102, White/FIRE RED-Black-Photon DUST) Size 8",69.99,68.33000183105469,-19.229998340606684,-27.475351251045417%,8,15022,8,White/Fire Red-black-photon Dust,https://www.shopwss.com/products/fb2207_102?variant=41410952101943,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 102, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, RED, revolution 7, running"
196969194789,B0CSPVHN7X,"Nike Men's Gymnastics Shoes Sneaker, Black University Red White, 11",69.99,54.959999084472656,-30.830000629425044,-44.04915077786119%,17,15022,11,Black/White/University Red,https://www.shopwss.com/products/fb2207_003?variant=40942886879287,"$60 TO $80, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 003, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, performance, revolution 7, runnin"
196969194710,B0D4TTTLT7,"Nike Revolution 7 Men's Road Running Shoes (FB2207-003, Black/White/University Red) Size 7.5",69.99,0,0,,5,15022,7.5,Black/White/University Red,https://www.shopwss.com/products/fb2207_003?variant=40942886649911,"$60 TO $80, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 003, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, performance, revolution 7, runnin"
196969194796,B0D4TVLDVF,"Nike Unisex Walking Shoe Oxford Flat, Black University Red White, 13 US Women",69.99,54.5,-31.150000324249262,-44.506358514429586%,20,15022,13 Women/11.5 Men,Black/White/University Red,https://www.shopwss.com/products/fb2207_003?variant=40942886912055,"$60 TO $80, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 003, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, performance, revolution 7, runnin"
196969194703,B0CTMJHTWJ,"Nike Revolution 7 Men's Road Running Shoes (FB2207-003, Black/White/University Red) Size 7",69.99,64.9800033569336,-21.999996414184565,-31.433056742655474%,8,15022,7,Black/White/University Red,https://www.shopwss.com/products/fb2207_003?variant=40942886617143,"$60 TO $80, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 003, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, performance, revolution 7, runnin"
196969194734,B0D4TP76S8,"Nike Men's Gymnastics Shoes Sneaker, Black University Red White, 8.5",69.99,0,0,,5,15022,8.5,Black/White/University Red,https://www.shopwss.com/products/fb2207_003?variant=40942886715447,"$60 TO $80, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 003, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, performance, revolution 7, runnin"
195748450580,B09ZK5L2MV,Reebok Men's Classic Nylon Sneaker,74.99,56.439998626708984,-34.42000173568725,-45.899455574993006%,8,15222,8.5,Pure Grey/White,https://www.shopwss.com/products/100009275?variant=40943290056759,"$60 TO $80, 100009275, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-running, REEBOK, Running"
195748446781,B09ZJC2MVW,Reebok Men's Classic Nylon Sneaker,74.99,56.439998626708984,-34.340001811981196,-45.79277478594639%,12,15222,10,Pure Grey/White,https://www.shopwss.com/products/100009275?variant=40943290155063,"$60 TO $80, 100009275, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-running, REEBOK, Running"
195748450559,B09ZJC8CMY,Reebok Men's Classic Nylon Sneaker,74.99,56.439998626708984,-34.26000141143798,-45.68609336103212%,7,15222,7,Pure Grey/White,https://www.shopwss.com/products/100009275?variant=40943289958455,"$60 TO $80, 100009275, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-running, REEBOK, Running"
195748446903,B09ZK7B9QG,Reebok Men's Classic Nylon Sneaker,74.99,0,0,,7,15222,9,Pure Grey/White,https://www.shopwss.com/products/100009275?variant=40943290089527,"$60 TO $80, 100009275, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-running, REEBOK, Running"
195748446798,B09ZJB9L7H,"Reebok Men's Classic Nylon Sneaker, Pure Grey/White, 8",74.99,56.439998626708984,-34.26000141143798,-45.68609336103212%,9,15222,8,Pure Grey/White,https://www.shopwss.com/products/100009275?variant=40943290023991,"$60 TO $80, 100009275, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-running, REEBOK, Running"
195748446842,B09ZK4WX8Y,Reebok Men's Classic Nylon Sneaker,74.99,56.439998626708984,-34.340001811981196,-45.79277478594639%,11,15222,11,Pure Grey/White,https://www.shopwss.com/products/100009275?variant=40943290220599,"$60 TO $80, 100009275, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-running, REEBOK, Running"
195748450535,B09ZK4TXMK,Reebok Men's Classic Nylon Sneaker,74.99,56.41999816894531,-34.190001716613764,-45.592747988550165%,9,15222,11.5,Pure Grey/White,https://www.shopwss.com/products/100009275?variant=40943290253367,"$60 TO $80, 100009275, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-running, REEBOK, Running"
195748446880,B09ZK5R367,Reebok Men's Classic Nylon Sneaker,74.99,56.439998626708984,-34.660001506805415,-46.21949794213284%,9,15222,12,Pure Grey/White,https://www.shopwss.com/products/100009275?variant=40943290286135,"$60 TO $80, 100009275, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-running, REEBOK, Running"
195748450566,B09ZJW5KC2,Reebok Men's Classic Nylon Sneaker,74.99,56.439998626708984,-35.1400015258789,-46.85958331228017%,6,15222,13,Pure Grey/White,https://www.shopwss.com/products/100009275?variant=40943290318903,"$60 TO $80, 100009275, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, Lifestyle, md2-exclusion, Mens, mens-shoes, mens-shoes-running, REEBOK, Running"
196460829487,B0BBS5FZCB,Reebok Men's Classic Nylon Sneaker,74.99,52.5,-37.69000028610229,-50.260035052810096%,4,15222,7.5,Core Black/Pure Grey,https://www.shopwss.com/products/100033377?variant=40942806302775,"$60 TO $80, 100033377, BLACK, classic, classic nylon, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, REEBOK, running,"
195748454410,B09ZK4T6WK,"Reebok Men's Classic Nylon Sneaker, Navy/White, 8",74.99,52.5,-37.37000011444091,-49.833311260755984%,9,15222,8,Navy/White,https://www.shopwss.com/products/100009276?variant=40942780284983,"$60 TO $80, 100009276, BLUE, classic, classic nylon, classics-holiday-2024, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-run"
195748450696,B09ZJBVJTT,Reebok Men's Classic Nylon Sneaker Navy/White,74.99,52.5,-37.52999996185302,-50.04667283884922%,14,15222,10,Navy/White,https://www.shopwss.com/products/100009276?variant=40942780416055,"$60 TO $80, 100009276, BLUE, classic, classic nylon, classics-holiday-2024, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-run"
195748450610,B09ZJTQZR1,Reebok Men's Classic Nylon Sneaker,74.99,52.5,-38.489999999999995,-51.326843579143876%,9,15222,15,Navy/White,https://www.shopwss.com/products/100009276?variant=40942780645431,"$60 TO $80, 100009276, BLUE, classic, classic nylon, classics-holiday-2024, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-run"
195748454366,B09ZJW27KW,Reebok Men's Classic Nylon Sneaker Navy/White,74.99,52.5,-38.56999992370605,-51.4335243681905%,11,15222,13,Navy/White,https://www.shopwss.com/products/100009276?variant=40942780579895,"$60 TO $80, 100009276, BLUE, classic, classic nylon, classics-holiday-2024, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-run"
195748454403,B09ZJWKYRX,Reebok Men's Classic Nylon Sneaker Navy/White,74.99,52.5,-37.69000028610229,-50.260035052810096%,12,15222,9,Navy/White,https://www.shopwss.com/products/100009276?variant=40942780350519,"$60 TO $80, 100009276, BLUE, classic, classic nylon, classics-holiday-2024, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-run"
196460833231,B0BBS7FT9P,Reebok Men's Classic Nylon Sneaker,74.99,52.5,-37.52999996185302,-50.04667283884922%,3,15222,9,Core Black/Pure Grey,https://www.shopwss.com/products/100033377?variant=40942806401079,"$60 TO $80, 100033377, BLACK, classic, classic nylon, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, REEBOK, running,"
196460833194,B0BBS47YJZ,Reebok Men's Classic Nylon Sneaker,74.99,52.5,-37.69000028610229,-50.260035052810096%,5,15222,10.5,Core Black/Pure Grey,https://www.shopwss.com/products/100033377?variant=40942806499383,"$60 TO $80, 100033377, BLACK, classic, classic nylon, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, REEBOK, running,"
196460833293,B0BBS497MH,Reebok Men's Classic Nylon Sneaker,74.99,0,0,,8,15222,8,Core Black/Pure Grey,https://www.shopwss.com/products/100033377?variant=40942806335543,"$60 TO $80, 100033377, BLACK, classic, classic nylon, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, REEBOK, running,"
196460833262,B0BBS58R89,Reebok Men's Classic Nylon Sneaker,74.99,52.5,-38.08999990463256,-50.79343899804316%,5,15222,11,Core Black/Pure Grey,https://www.shopwss.com/products/100033377?variant=40942806532151,"$60 TO $80, 100033377, BLACK, classic, classic nylon, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, REEBOK, running,"
196460829524,B0BBS54RB9,Reebok Men's Classic Nylon Sneaker,74.99,52.5,-37.8500001335144,-50.47339663090332%,8,15222,8.5,Core Black/Pure Grey,https://www.shopwss.com/products/100033377?variant=40942806368311,"$60 TO $80, 100033377, BLACK, classic, classic nylon, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, REEBOK, running,"
196460829500,B0BBS6F8JF,Reebok Men's Classic Nylon Sneaker,74.99,52.5,-38.72999977111816,-51.64688594628372%,4,15222,13,Core Black/Pure Grey,https://www.shopwss.com/products/100033377?variant=40942806630455,"$60 TO $80, 100033377, BLACK, classic, classic nylon, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, REEBOK, running,"
195748439127,B09Z6ZVCYX,Reebok Men's Classic Nylon Sneaker Black/White,74.99,52.5,-38.56999992370605,-51.4335243681905%,12,15222,15,Black/White,https://www.shopwss.com/products/100009273?variant=40942767800375,"$60 TO $80, 100009273, BLACK, bva-best-sellers, classic, classic nylon, classics-holiday-2024, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, md"
195748442882,B09Z71D2PJ,Reebok Men's Classic Nylon Sneaker,74.99,52.45000076293945,-37.409999122619624,-49.88665038354397%,7,15222,6.5,Black/White,https://www.shopwss.com/products/100009273?variant=40942767833143,"$60 TO $80, 100009273, BLACK, bva-best-sellers, classic, classic nylon, classics-holiday-2024, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, md"
195748439103,B09Z6ZVRHN,Reebok Men's Classic Nylon Sneaker,74.99,0,0,,10,15222,9.5,Black/White,https://www.shopwss.com/products/100009273?variant=40942767407159,"$60 TO $80, 100009273, BLACK, bva-best-sellers, classic, classic nylon, classics-holiday-2024, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, md"
195748439226,B09Z71T413,Reebok Men's Classic Nylon Sneaker,74.99,52.5,-37.60999988555908,-50.153353627895825%,12,15222,10.5,Black/White,https://www.shopwss.com/products/100009273?variant=40942767603767,"$60 TO $80, 100009273, BLACK, bva-best-sellers, classic, classic nylon, classics-holiday-2024, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-family-holiday-2024, full-price-eligible-discount, md"
