upc,price,variation,promotion,source_url
'198482948924,55,Playful Pink - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-675
'198482990022,55,Playful Pink - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-675
'198483030147,55,Playful Pink - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-675
'198482943646,55,Playful Pink - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-675
'198482926052,55,Playful Pink - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-675
'198486165273,55,Playful Pink - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-675
'197862370515,60.97,Standard Sizes - Barely Volt/Heather - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-701
'197862374360,60.97,Standard Sizes - Barely Volt/Heather - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-701
'197862434194,60.97,Standard Sizes - Barely Volt/Heather - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-701
'197862355581,60.97,Standard Sizes - Barely Volt/Heather - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-701
'197862396713,60.97,Standard Sizes - Barely Volt/Heather - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-701
'197862397529,60.97,Standard Sizes - Barely Volt/Heather - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-701
'197862361674,60.97,Standard Sizes - Barely Volt/Heather - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-701
'197862326352,60.97,Standard Sizes - Atmosphere/Heather - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-607
'197862266221,60.97,Standard Sizes - Atmosphere/Heather - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-607
'197862263947,60.97,Standard Sizes - Atmosphere/Heather - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-607
'197862304138,60.97,Standard Sizes - Atmosphere/Heather - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-607
'197862287639,60.97,Standard Sizes - Atmosphere/Heather - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-607
'197862255287,60.97,Standard Sizes - Atmosphere/Heather - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-607
'197862350364,60.97,Standard Sizes - Atmosphere/Heather - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-607
'197859667451,56.97,Standard Sizes - Mink Brown/Heather/Heather - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-233
'197859682454,56.97,Standard Sizes - Mink Brown/Heather/Heather - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-233
'197859699544,56.97,Standard Sizes - Mink Brown/Heather/Heather - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-233
'197859684250,56.97,Standard Sizes - Mink Brown/Heather/Heather - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-233
'197859687305,56.97,Standard Sizes - Mink Brown/Heather/Heather - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-233
'197859695782,56.97,Standard Sizes - Mink Brown/Heather/Heather - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-233
'197859692835,56.97,Standard Sizes - Mink Brown/Heather/Heather - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-233
'197860783867,70,Standard Sizes - Smoke Grey/Heather/Heather - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-084
'197859675616,70,Standard Sizes - Smoke Grey/Heather/Heather - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-084
'197859679669,70,Standard Sizes - Smoke Grey/Heather/Heather - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-084
'197859669844,70,Standard Sizes - Smoke Grey/Heather/Heather - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-084
'197859703920,70,Standard Sizes - Smoke Grey/Heather/Heather - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-084
'197859696765,70,Standard Sizes - Smoke Grey/Heather/Heather - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-084
'197860781375,70,Standard Sizes - Smoke Grey/Heather/Heather - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-084
'197859666461,70,Standard Sizes - Black - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-010
'197859695294,70,Standard Sizes - Black - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-010
'197859667031,70,Standard Sizes - Black - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-010
'197859684861,70,Standard Sizes - Black - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-010
'197859678327,70,Standard Sizes - Black - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-010
'197859676583,70,Standard Sizes - Black - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-010
'197859697786,70,Standard Sizes - Black - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-010
'197860781115,60.97,Standard Sizes - Light Crimson - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-696
'197860472488,60.97,Standard Sizes - Light Crimson - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-696
'197860478855,60.97,Standard Sizes - Light Crimson - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-696
'197860467422,60.97,Standard Sizes - Light Crimson - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-696
'197860496064,60.97,Standard Sizes - Light Crimson - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-696
'197860482012,60.97,Standard Sizes - Light Crimson - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-696
'197860779648,60.97,Standard Sizes - Light Crimson - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-696
'198486166478,70,Standard Sizes - Playful Pink - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-675
'198482909079,70,Standard Sizes - Playful Pink - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-675
'198482936907,70,Standard Sizes - Playful Pink - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-675
'198482946470,70,Standard Sizes - Playful Pink - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-675
'198483006852,70,Standard Sizes - Playful Pink - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-675
'198483003035,70,Standard Sizes - Playful Pink - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-675
'198486171588,70,Standard Sizes - Playful Pink - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-675
'198482940546,70,Standard Sizes - Thunder Grey - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-036
'198483017759,70,Standard Sizes - Thunder Grey - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-036
'198482921231,70,Standard Sizes - Thunder Grey - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-036
'198482938901,70,Standard Sizes - Thunder Grey - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-036
'198482908317,70,Standard Sizes - Thunder Grey - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-036
'198482961862,70,Standard Sizes - Thunder Grey - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-036
'198482938543,70,Standard Sizes - Thunder Grey - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-bPejmcSx/HQ0499-036
'197860487178,60.97,Plus Size - Light Crimson - 1X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-696
'197860480148,60.97,Plus Size - Light Crimson - 2X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-696
'197860488946,60.97,Plus Size - Light Crimson - 3X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-696
'197859921324,70,Plus Size - Black - 0X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-010
'197859939121,70,Plus Size - Black - 1X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-010
'197859929160,70,Plus Size - Black - 2X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-010
'197859922963,70,Plus Size - Black - 3X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-010
'197859944729,70,Plus Size - Black - 4X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-010
'197859922635,70,Plus Size - Smoke Grey/Heather/Heather - 1X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-084
'197859954353,70,Plus Size - Smoke Grey/Heather/Heather - 2X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-084
'197859934232,70,Plus Size - Smoke Grey/Heather/Heather - 3X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-084
'196793082245,70,Black - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-club-fleece-mens-tennis-pullover-hoodie-RWsJ5Z/M31777TN24-00A
'196793082351,70,Black - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-club-fleece-mens-tennis-pullover-hoodie-RWsJ5Z/M31777TN24-00A
'196793082481,70,Black - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-club-fleece-mens-tennis-pullover-hoodie-RWsJ5Z/M31777TN24-00A
'196793082924,70,Black - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-club-fleece-mens-tennis-pullover-hoodie-RWsJ5Z/M31777TN24-00A
'196793082962,70,Black - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-club-fleece-mens-tennis-pullover-hoodie-RWsJ5Z/M31777TN24-00A
'099909735984,66,Black - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-001
'099909735991,66,Black - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-001
'099909736004,66,Black - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-001
'099909736011,66,Black - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-001
'099909736028,66,Black - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-001
'099909736035,66,Black - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-001
'099909736042,66,White - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-100
'099909736059,66,White - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-100
'099909736066,66,White - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-100
'099909736073,66,White - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-100
'099909736080,66,White - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-100
'099909736097,66,White - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-100
'032219420386,66,Fir - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-392
'032219420379,66,Fir - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-392
'032219420362,66,Fir - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-392
'032219420393,66,Fir - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-392
'032219420416,66,Fir - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-392
'099909736172,66,Midnight Navy - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-440
'099909736189,66,Midnight Navy - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-440
'099909736196,66,Midnight Navy - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-440
'099909736202,66,Midnight Navy - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-440
'099909736219,66,Midnight Navy - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-whitewater-mens-long-sleeve-rashguard-KpRG8C/NESSE473-440
'099909720225,68.97,White - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-essential-womens-hooded-cover-up-dress-FdZ6Nt/NESSE323-100
'099909720232,68.97,White - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-essential-womens-hooded-cover-up-dress-FdZ6Nt/NESSE323-100
'099909720249,68.97,White - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-essential-womens-hooded-cover-up-dress-FdZ6Nt/NESSE323-100
'099909720256,68.97,White - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-essential-womens-hooded-cover-up-dress-FdZ6Nt/NESSE323-100
'099909720263,68.97,White - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swim-essential-womens-hooded-cover-up-dress-FdZ6Nt/NESSE323-100
'196968466344,25,XS - XL - Black/White - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-010
'196968466351,25,XS - XL - Black/White - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-010
'196968466368,25,XS - XL - Black/White - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-010
'196968466375,25,XS - XL - Black/White - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-010
'196968466382,25,XS - XL - Black/White - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-010
'196968466443,25,XS - XL - White/Pure Platinum - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-100
'196968466450,25,XS - XL - White/Pure Platinum - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-100
'196968466467,25,XS - XL - White/Pure Platinum - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-100
'196968466474,25,XS - XL - White/Pure Platinum - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-100
'196968466481,25,XS - XL - White/Pure Platinum - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-100
'196968466641,25,XS - XL - Game Royal/White - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-480
'196968466658,25,XS - XL - Game Royal/White - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-480
'196968466665,25,XS - XL - Game Royal/White - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-480
'196968466672,25,XS - XL - Game Royal/White - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-480
'196968466689,25,XS - XL - Game Royal/White - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swoosh-girls-sports-bra-mGCSF5/FJ7161-480
