upc,price,variation,promotion,source_url
'197860480148,60.97,Plus Size - Light Crimson - 2X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-696
'197860488946,60.97,Plus Size - Light Crimson - 3X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-696
'197859921324,70,Plus Size - Black - 0X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-010
'197859939121,70,Plus Size - Black - 1X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-010
'197859929160,70,Plus Size - Black - 2X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-010
'197859922963,70,Plus Size - Black - 3X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-010
'197859944729,70,Plus Size - Black - 4X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-010
'197859922635,70,Plus Size - Smoke Grey/Heather/Heather - 1X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-084
'197859954353,70,Plus Size - Smoke Grey/Heather/Heather - 2X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-084
'197859934232,70,Plus Size - Smoke Grey/Heather/Heather - 3X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-uv-1-4-zip-running-top-plus-size-bPejmcSx/HQ0501-084
'197862556247,44.97,Barely Volt - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-701
'197862556735,44.97,Barely Volt - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-701
'197862557190,44.97,Barely Volt - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-701
'197862559521,44.97,Barely Volt - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-701
'197862561951,44.97,Barely Volt - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-701
'197862560206,44.97,Barely Volt - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-701
'197862562101,44.97,Barely Volt - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-701
'197863732213,47.97,Atmosphere - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-607
'197862340495,47.97,Atmosphere - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-607
'197862346633,47.97,Atmosphere - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-607
'197862265637,47.97,Atmosphere - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-607
'197862236422,47.97,Atmosphere - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-607
'197862295368,47.97,Atmosphere - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-607
'197863729824,47.97,Atmosphere - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-607
'197859703944,55,Black - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-010
'197859702923,55,Black - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-010
'197859684045,55,Black - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-010
'197859702015,55,Black - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-010
'197859702794,55,Black - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-010
'197859686513,55,Black - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-010
'197859696604,55,Black - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-010
'198486169981,55,Playful Pink - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-675
'198483028144,55,Playful Pink - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-675
'198483030185,55,Playful Pink - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-675
'198482944629,55,Playful Pink - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-675
'198483042034,55,Playful Pink - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-675
'198482973711,55,Playful Pink - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-675
'198486170840,55,Playful Pink - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-dri-fit-short-sleeve-running-top-H2xQvm/HM9698-675
'197863981833,72.97,Smokey Blue - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-006
'197863976433,72.97,Smokey Blue - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-006
'197863986586,72.97,Smokey Blue - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-006
'197863960432,72.97,Smokey Blue - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-006
'197863981284,72.97,Smokey Blue - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-006
'197863988801,72.97,Smokey Blue - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-006
'197863964010,72.97,Smokey Blue - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-006
'197860188044,77.97,Armory Navy - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-478
'197860174740,77.97,Armory Navy - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-478
'197860188778,77.97,Armory Navy - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-478
'197860187702,77.97,Armory Navy - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-478
'197860169326,77.97,Armory Navy - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-478
'197860179561,77.97,Armory Navy - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-478
'197860169227,77.97,Armory Navy - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-478
'197860195776,72.97,Mink Brown - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-233
'197860180956,72.97,Mink Brown - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-233
'197860167797,72.97,Mink Brown - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-233
'197860180406,72.97,Mink Brown - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-233
'197860170117,72.97,Mink Brown - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-233
'197860190092,72.97,Mink Brown - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-233
'197860172081,72.97,Mink Brown - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-233
'197860190542,90,Black - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-010
'197860181830,90,Black - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-010
'197860186613,90,Black - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-010
'197860172432,90,Black - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-010
'197860170612,90,Black - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-010
'197860193604,90,Black - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-010
'197860195745,90,Black - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-010
'197860780255,72.97,Light Crimson - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-696
'197860466593,72.97,Light Crimson - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-696
'197860484788,72.97,Light Crimson - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-696
'197860483033,72.97,Light Crimson - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-696
'197860476707,72.97,Light Crimson - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-696
'197860465237,72.97,Light Crimson - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-696
'197860779471,72.97,Light Crimson - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-696
'198483303609,90,Cannon - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-017
'198483310959,90,Cannon - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-017
'198483223747,90,Cannon - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-017
'198483334061,90,Cannon - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-017
'198483318566,90,Cannon - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-017
'198483280207,90,Cannon - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-017
'198483283536,90,Cannon - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-017
'198486174398,90,Thunder Grey - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-036
'198482922320,90,Thunder Grey - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-036
'198483039812,90,Thunder Grey - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-036
'198482997397,90,Thunder Grey - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-036
'198482962340,90,Thunder Grey - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-036
'198483013515,90,Thunder Grey - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-036
'198486170307,90,Thunder Grey - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-036
'198486168434,90,Playful Pink - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-675
'198482929053,90,Playful Pink - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-675
'198482935832,90,Playful Pink - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-675
'198482977696,90,Playful Pink - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-675
'198483009242,90,Playful Pink - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-675
'198483029028,90,Playful Pink - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-675
'198486165044,90,Playful Pink - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-7-8-running-leggings-with-pockets-6FGPQ6/HJ2252-675
'197862412710,107.97,Standard Sizes - Barely Volt - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-701
'197862429367,107.97,Standard Sizes - Barely Volt - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-701
'197862459975,107.97,Standard Sizes - Barely Volt - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-701
'197862352450,107.97,Standard Sizes - Barely Volt - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-701
'197862446418,107.97,Standard Sizes - Barely Volt - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-701
'197862455311,107.97,Standard Sizes - Barely Volt - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-701
'197859676545,100.97,Standard Sizes - Sail - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-133
'197859686629,100.97,Standard Sizes - Sail - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-133
'197859668045,100.97,Standard Sizes - Sail - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-133
'197859671847,100.97,Standard Sizes - Sail - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-133
'197859702237,100.97,Standard Sizes - Sail - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-133
'197859684243,100.97,Standard Sizes - Sail - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-133
'197859677771,100.97,Standard Sizes - Sail - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-133
'197860778863,107.97,Standard Sizes - Light Crimson - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-696
'197860544130,107.97,Standard Sizes - Light Crimson - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-696
'197860578173,107.97,Standard Sizes - Light Crimson - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-696
'197860546486,107.97,Standard Sizes - Light Crimson - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-696
'197860550964,107.97,Standard Sizes - Light Crimson - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-696
'197860563797,107.97,Standard Sizes - Light Crimson - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-696
'197860780590,107.97,Standard Sizes - Light Crimson - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-696
'197859685561,125,Standard Sizes - Black - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-010
'197859685943,125,Standard Sizes - Black - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-010
'197859702008,125,Standard Sizes - Black - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-010
'197859690695,125,Standard Sizes - Black - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-010
'197859670079,125,Standard Sizes - Black - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-010
'197859703869,125,Standard Sizes - Black - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-010
'197859691937,125,Standard Sizes - Black - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-1rFN27ro/HQ0650-010
'197859891177,125,Plus Size - Black - 0X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-plus-size-1rFN27ro/HQ0652-010
'197859881604,125,Plus Size - Black - 1X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-plus-size-1rFN27ro/HQ0652-010
'197859902644,125,Plus Size - Black - 2X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-plus-size-1rFN27ro/HQ0652-010
'197859909506,125,Plus Size - Black - 3X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-plus-size-1rFN27ro/HQ0652-010
'197859883639,125,Plus Size - Black - 4X,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-repel-packable-running-jacket-plus-size-1rFN27ro/HQ0652-010
'197860174108,55,Black - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-010
'197860187009,55,Black - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-010
'197860172715,55,Black - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-010
'197860184015,55,Black - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-010
'197860168657,55,Black - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-010
'197860179394,55,Black - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-010
'197860193260,55,Black - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-010
'197860172098,44.97,Mink Brown - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-233
'197860169302,44.97,Mink Brown - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-233
'197860170759,44.97,Mink Brown - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-233
'197860183063,44.97,Mink Brown - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-233
'197860194564,44.97,Mink Brown - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-233
'197860192867,44.97,Mink Brown - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-233
'197860179943,44.97,Mink Brown - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-233
'197860980884,44.97,Mink Brown - 3XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-233
'197860778771,47.97,Light Crimson - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-696
'197860487062,47.97,Light Crimson - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-696
'197860470903,47.97,Light Crimson - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-696
'197860483170,47.97,Light Crimson - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-696
'197860476851,47.97,Light Crimson - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-696
'197860465046,47.97,Light Crimson - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-696
'197860477476,47.97,Light Crimson - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-696
'198482937683,55,Cannon - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-017
'198482978143,55,Cannon - XS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-017
'198482977665,55,Cannon - S,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-017
'198483007200,55,Cannon - M,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-017
'198482954383,55,Cannon - L,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-017
'198482944339,55,Cannon - XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-017
'198482953065,55,Cannon - 2XL,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-017
'198486163613,55,Playful Pink - XXS,EXTRA 20% Off with code SPORT,https://www.nike.com/t/swift-womens-high-waisted-4-tight-running-shorts-with-pockets-nhRdW7/HJ2258-675
